text_id,text,task_1
hasoc_mr_432,महाराष्ट्रातील सध्याच्या सरकारने नीटपणे बाजू न मांडल्यानेच स्थगिती मिळाली  असे विरोधकांनी म्हणायचे आणि आधीच्या सरकारने तयारी…,NOT
hasoc_mr_433,पुणे नाशिक महामार्गावरील मोशी टोलनाक्यावर वाहनांच्या रांगा लागल्यात.,NOT
hasoc_mr_434,तेच. ह्या भडव्यांमुळे उट…,HOF
hasoc_mr_435,महाराष्ट्राकडून 1992 ला बाबरी मज्जिद पाडण्यात आली आणि आज 2020 ला महाराष्ट्र पोलिसाकडून मुंबईमधली बाबरी मशीद…,NOT
hasoc_mr_436,तुझ्या नावातच आम्ही तुझे बाप आहोत अजून पुढ काय माझा लवडा सिद्ध करतो भोश्रीच्या,HOF
hasoc_mr_437,lac वर चीन सोबत असलेल्या स्थितीवर रक्षा मंत्री च लोकसभेत संबोधन.. जेवढे सांगता येईल  तेवढे सांगितले. आता अश्यावेळी ते मंद…,NOT
hasoc_mr_438,टीव्हीवर येऊन टीका करत बसणे हेच काम जमत  तुला दळभद्री भाजपने स्वतःच पाप लपवण्यासाठी…,HOF
hasoc_mr_439,प्रत्येक आंदोलनाला एक इतिहास व एक भविष्य असते. स्वातंत्र्याची लढाई  संयुक्त महाराष्ट्र चळवळ  गोवा मुक्ती संग्राम व…,NOT
hasoc_mr_440,हिंदूस्थान माझा देश अशा कट व्याना इथे खपवून घेतले जाणार नाही …,NOT
hasoc_mr_441,तुला बहीन बनउननाही तुला रांड बनउन झवायला आहे मी,HOF
hasoc_mr_442,महत्वाचा प्रश्न आहे रोजगार निर्मिती चे धोरण आणि सातत्यपूर्ण प्रयत्न सरकारकडून व्हावे लागतात तरच पुढील 5 वर्षांनी…,NOT
hasoc_mr_443,पाहा महाराष्ट्रातील आजचे आकडे काय आहेत,NOT
hasoc_mr_444,ते प्रश्न एवढे हास्यास्पद आहेत की या बावळट प्रश्नांना उत्तरे असूनही द्यायची इच्छा होत नाही,HOF
hasoc_mr_445,बघू आजचा पोल कोणाच्या बाजूने जास्त येतो ते...,NOT
hasoc_mr_446,२  त्या रंडीच्या मिग फिरू नको. तु पत्की  शुक्ला  मुर्व्ह पाल वा अजून मोदी शहा सींग  उपाध्याय फडणविस .…,HOF
hasoc_mr_447,मा.महापौर ताई आपण आज च्या पत्रकाराशी बोलताना हिंदीत संवाद साधला. महाराष्ट्राची राज्यभाषा…,NOT
hasoc_mr_448,आवताण द्यायचं नाय ना...अन दिलाय तर डांगीत पाय घालून पळायचं नाय.....गाण ने नाही गु अन हगणे चाले जुहू अशी गत तुझी भेंडी,NOT
hasoc_mr_449,नासधूस झालेल पीक बिचारा ऊघड्या डोळ्यानं पाहतो.. अधिकारी येऊन पीकाचा पंचनामा करून निघून जातो.. नुकसान झा…,NOT
hasoc_mr_450,सोडले तर सर्व पंथातील लोक स्वत च्या पवित्र ग्रंथाबद्दल जागरुक असतात.पठण करतात.घरोघरी प्रत जतन करतात. अनेक हिंदूत्ववा…,NOT
hasoc_mr_451,कमी पैस्यांत शिक्षण होत एव्हड समजलं तरी खुप झालं आता तुला खाजगीकरण व आरक्षण हे वेगळे विषय आहेत हे…,NOT
hasoc_mr_452,त्यात पण राष्ट्रवादीची नाजायज औलाद विधवा विलापाला पुढे राहिली असती..सत्ता यांचीविषय राज्याचा तरी अपे…,NOT
hasoc_mr_453,काँग्रेस वाले सुद्धा मंद आहेत चुकून शिवसेनेच्या नेत्यांची नावे पुढे आली तर कस होईल ह्यांच??,HOF
hasoc_mr_454,किती रंगवीशी रंग.. रंग भरले डोयात.. माझ्यासाठी शिरीरंग रंग खेये आभायात...   बहिणाबाई चौधरी…,NOT
hasoc_mr_455,रोहित धोनी नव्हे तर  हे  ३ क्रिकेटर्स आयपीएल २०२०मध्ये पटकावतील सर्वाधिक षटकार मारण्याचा अवॉर्ड…,NOT
hasoc_mr_456,अरे ये चोंग्या भडव्या कंगना मुंब…,HOF
hasoc_mr_457,महा मादरचोद उद्धव,HOF
hasoc_mr_458,मराठवाडा  विदर्भासाठी आनंद वार्ता    70 30 कोटा अखेर रद्द,NOT
hasoc_mr_459,हे असले दळभद्री कसे जन्माला…,HOF
hasoc_mr_460,च्यायला यांना झालं म्हणजे काही डोंगर कोसल का? अमित शाह आणि बरेच भाजप आणि इतर पक्षाचे नेते ना ही करोना…,HOF
hasoc_mr_461,महाराष्ट्रद्रोही अशिक्षित आणि बावळट लोक पण व्यक्त होत आहेत शिक्षण धोरणा वर.,HOF
hasoc_mr_462,आणि बालपणी ऑटोग्राफ देणाऱ्या क्रिकेटरने पेन नेल्यामुळे ढसाढसा रडलेल्या स्टारची गोष्ट वाचा,NOT
hasoc_mr_463,सन २०२० २०२१ या वर्षात मराठा समाजाला नोकऱ्या आणि शैक्षणिक संस्थामध्ये आरक्षणाचा लाभ मिळणार नाही   …,NOT
hasoc_mr_464,मित्र आरश्या सारखे असतात...,NOT
hasoc_mr_465,आधी तुजाई ला संभाळ मला फोन करून बॉल दाखवते  लई sexy दिसत होती साली,HOF
hasoc_mr_466,तुझ्या हिश्श्याचं चांदणं अजून छतावर तसंच आहे आलीस कधी चुकून तर अंधाराला विकून जा.... कोपऱ्यात पडलेला चंद्र तेवढा ज…,NOT
hasoc_mr_467,मंद च्या पण खालची आहे,HOF
hasoc_mr_468,अरे भाड्या आता नाटकं नको करू तुला जोशी कोण माहिती नसल्याची. सारखा शिवीत लवडा शब्द वापरतो म्हणजे तुझी टे…,HOF
hasoc_mr_469,आपन गोटया खेळायच्या फक्त,NOT
hasoc_mr_470,अकबराच्या  सहिष्णु  प्रतिमेमागचं सत्य जाणून घ्या. हा इतिहास धक्कादायक आहे.,NOT
hasoc_mr_471,च्यायला हे बरं आहे ... म्हणजे आत्तापर्यंत मनमोहन सिंगांवर कोणीही उठून काहीही बोलायचं मग त्यामध्ये शि…,NOT
hasoc_mr_472,मनात खूप काही असतं पण  सांगता येत नाही.. कसली भीती असते माहीत नाही.. कधी कधी नात्यातला गुंता सोडवण्यापेक्षा शां…,NOT
hasoc_mr_473,हो का? आईघाल्या followers ची चाटतो का तू? बघ अजून काय नवीन…,HOF
hasoc_mr_474,तुला समजला नां मंद सैनिकांना अस उलट मराठी कळत,NOT
hasoc_mr_475,हरामखोर संज्या दाताने उघडेल त्याचा बोचा,HOF
hasoc_mr_476,ट्विटरवर जे लोक टीएलवर broken heart  break up याविषयांवर सर्वात जास्त ट्विटस करत असतात  तेच लोक सर्वात जास्त इतर…,NOT
hasoc_mr_477,तुम्ही धीर किती धरता  तो धीर धरण्याचं सामर्थ्य तुमच्यात किती ह्या गोष्टीला आयुष्यात जास्त महत्व आहे.   श्रीकृष्ण…,NOT
hasoc_mr_478,आणि राहिला विषय पदाचा  ज्या वेळेला गुलाम लाचार आणि सतरंज्या उच…,NOT
hasoc_mr_479,लग्न काश्मिरी लांड्या सोबत केलं आणि इकडे मराठी चे धडे देते. म्हणून ह्या दळभद्री abp ला बंद केलं पाहिजे,HOF
hasoc_mr_480,सरकारने आणि मीडिया ने रिह्या  सुशांत आणि कंगना यांना जेवढं गांभीर्याने घेतला तितकंच राहुल गांधी ला घेतला असत तर थो…,NOT
hasoc_mr_481,तुम्हाला कसे माहीत. illegal नाही ते.किती बाजू घेणार तिची. प्रसिद्धीसाठी तोंडात येईल ते बोलते,NOT
hasoc_mr_482,संजय राऊत आईघाल्या आहे शिवसेना चा eunuch आहे... मालक बनायला निकाला कुत्रा शिवसेना तर सोनिया रांडेचे पायचाटे बन्दे…,HOF
hasoc_mr_483,जर प्रेमाची परिभाषा जणून घ्यायची असेल तर मग आधी तुम्ही स्वःतावर प्रेम करायला शिका.कारण जो व्यक्ती स्वःतावर प्रेम कर…,NOT
hasoc_mr_484,मराठा आरक्षण प्रकरण विस्तारित खंडपीठाकडे सोपवलं गेलं आहे पण मराठा आरक्षणाला तात्पुरती स्थगिती देण्यात आली आहे यावर…,NOT
hasoc_mr_485,अहो मग आता जेव्हा कंगना नि इतका काही बोलली मुंबई आणि मुंबई पोलिसांना तेव्हा मनसे नि अ…,HOF
hasoc_mr_486,प्रीमियर लीग अवघ्या पाच दिवसांवर येऊन ठेपली आहे. या हंगामात सर्वाधिक गोल्स कोण करेल?,NOT
hasoc_mr_487,खोटेपणा आणि मोठेपणा दाखवून माणसं जोडता येतात पण ते टिकवता येत नाही...   जे काही आहे ते रियल आहे अस करा की आपला स्व…,NOT
hasoc_mr_488,च्यायला उसाचा रस चालत नाही का मग,HOF
hasoc_mr_489, करोनाच्या प्रादुर्भावामुळे सात महिन्यांपूर्वी भूमिपूजन होऊनही कागदावरच राहिलेल्या बहुचर्चित समूह पुनर्विकास…,NOT
hasoc_mr_490,जीवनात त्याच गोष्टी करण्यात मजा आहे.... ज्या गोष्टीला लोक म्हणतात की...  तुला हे कधीच जमणार नाही .. शुभ सकाळ... शिव…,NOT
hasoc_mr_491,आयुष्य इतक सुंदर नसतं  जर तुझी एन्ट्री झाली नसती.. हसत खेळत रडखडत डोक्यावर ती प्रेमाची टपली पडली नसती...,NOT
hasoc_mr_492,गॉगल असावा  गुच्ची  मनोरमाच्या आई ची   पुच्ची,HOF
hasoc_mr_493,माणुसकीचे असावे माणसाला छंद... तेंव्हाच जोडले जातात मनाशी मनाचे रेशमी बंध... या ठिकाणी आहेत फॉलो करून अनफॉलो करणा…,NOT
hasoc_mr_494,भाजपचे खासदार च्या आयटी सेल संदर्भात काय म्हणतात ते वाचा...,NOT
hasoc_mr_495,दळभद्री भाट आहे हे  लोक उगाच डोक्यावर घेतात यांना  स्वताच्या फायद्यासाठी सरकारची हांजी  हांजी करणे एवढेच यांचे काम .,HOF
hasoc_mr_496,फोड ना ते ऑफिस लावून टाक आग त्याला  भेंचोत जिंदगी झाट् झालीय,HOF
hasoc_mr_497,आणि त्यांच्या निष्ठावंत समर्थकांची खरच गोची झालीये.. त्यांनाही आतून पटलं नसणार हे.. पण…,NOT
hasoc_mr_498,मग भडव्या बोलणे हे तु…,HOF
hasoc_mr_499,एकाचे शंभर करायला वेळ लागत नाही मात्र शून्याचा एक करायला वेळ लागतो हा नियम खुद्द सचिन तेंडुलकरलाही लागू झाला. १००…,NOT
hasoc_mr_500,तीन हजार आठशे चारशे म्हणून एखाद्याला हसण्यापुर्वी आपण किती चुका करीत असतो हे एकदा पाहायला हवे,NOT
hasoc_mr_501,ह्या अन त्या जोरजोरात प्रश्न विचारणाऱ्या पत्रकारांच्या डोक्यावर परिणाम झालाय वाटत त्यांना हे काका पोस्टमन आहेत…,NOT
hasoc_mr_502,शरीर नेहमी उष्ण असणे  हिरड्यांतून रक्त येणे  शरिराची आग होणे  अंगावर गां…,NOT
hasoc_mr_503,आठवले पक्षाचा कार्यकर्त्यांकडे बघितलं की असं वाटत की संविधान फक्त बाबासाहेबानी बनवलाय म्हणून आम्ही मानणार आणि जर दु…,NOT
hasoc_mr_504,राज्य छोटे असले तरी चालेल पण स्वतःच असावं त्यामुळे स्वतःचं अस्तित्व निर्माण करा जग तुमचा आदर करेल....️,NOT
hasoc_mr_505,....जीवनात एक तरी असा मित्र बनवा जो आपले दुःख न विचारता फक्त आपल्या हावभाव व चेहऱ्यावरुन ते ओळखू शकेल...,NOT
hasoc_mr_506,चषक जिंकल्यावर  कॅप्टन कुल  धोनी अचानक कुठे गायब होतो? वाचा कौतुकास्पद उत्तर,NOT
hasoc_mr_507,शिवजन्मभूमी भगवा शालू घेऊन नटली निसर्गाची माया,NOT
hasoc_mr_508,काही वर्षांपूर्वी घरात गणेश स्थापना केली या कारणावरून काही दलित बंधूंना वाळीत टाकणारे स्वयंघोषित रिपब्लिकन नेते आज देवळाचं रा…,NOT
hasoc_mr_509,येत्या काळात ड्रग ही आवश्यकता का बनते बिचारे कलाकार का बळी पडतात ड्रग ही आवश्यकता असल्याने तो गुन्हा ठ…,NOT
hasoc_mr_510,राज्याचे मुख्यमंत्री उध्दव कंगनाच्या मागे हात धुऊन मागे लागले आहेत. बायकांच्या मागे…,NOT
hasoc_mr_511,ये गोट्या  तुझी अक्कल ठेव मागच्या खिश्यात. इथं खाऊन इथं उलटी करणाऱ्या  ह…,HOF
hasoc_mr_512,जर खरच मानसिक समाधान ही जगातली सगळ्यात मोठी श्रीमंती असेल तर  वातानुकूलित चारचाकी  मध्ये फिरणाऱ्या नोकरदारापेक्षा रोडवर…,NOT
hasoc_mr_513,शेजारच्यांच्या घरी जाऊन रविवारचा सिनेमा पाहताना  जाहिरात लागल्यावर जेवण आणि पाणी पिण्याची आठवण व्हा…,NOT
hasoc_mr_514,ज्येष्ठ व उच्चविद्याविभूषित अभिनेत्री लीला चिटणीस यांची आज जयंती. हिंदी चित्रपटातील वात्सल्यसिंधू आई म्हणून त्या…,NOT
hasoc_mr_515,samsung galaxy s20 चा स्वस्त वेरिएंट कंपनीच्या साइट वर झाला लिस्ट  येईल लवकरच,NOT
hasoc_mr_516,क्रेडिट कार्ड वापरताय? या गोष्टींचे भान ठेवले नाही तर मोठ्या समस्यांना सामोरे जावे लागेल,NOT
hasoc_mr_517,मिट्रो कोथरुड मध्ये टेस्टिंग सेंटर कुठे आहे एनी आयडिया? आणि पॉसिटीव्ह आल्यानंतर चे प्रोटोकॉलस स्टेप्स बद्दल कोणाला काही आ…,NOT
hasoc_mr_518,कोणाही ‘टॉम डिक आणि हॅरीनं  मुख्यमंत्र्यांचा केलेला अनादर स्वीकारार्ह नाही  जलील यांचा कंगनाला टोला.खासदार इम्तियाज…,NOT
hasoc_mr_519,पुच्ची गोलू के लिये,HOF
hasoc_mr_520,नशीबवान खूपच नशीबवान मग येतात अजूनही v  ची पूर्ण जाहिरात न बघणारे...... (कारण ते च्या बाईलवेड्या फालतू मालि…,NOT
hasoc_mr_521,🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 म्हणून गप्प आहेत?????? 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 मान…,NOT
hasoc_mr_522,गाढवांना घोड्याच्या शर्यतीत उतरवल्यावर असच होणार. तोंड दाखवाय…,HOF
hasoc_mr_523,ब्रांड ह्या शब्दाचा वर्ण विच्छेद केला तर असा होतो ब्राँण्ड   ब्रा + रांड .... संज्या ला बहुतेक हे बोलायचे असेल 🤣🤣🤣,HOF
hasoc_mr_524,ऑनलाइन फसवणूक करणारे बऱ्यापैकी सर्व कॉल हे उत्तर प्रदेश  बिहार मधून हिंदी भाषेत येत असतात कोणताही कॉल आला तर मराठी…,HOF
hasoc_mr_525,इमारत पुन्हा उभी राहील परंतु सरकार पडेल ते पुन्हा उभे राहील काय ?,NOT
hasoc_mr_526,lil boes ची मराठी वर लक्ष्य द्या   असं वाटतंय तोंडात पान मसाला घालून बोलू राहिला आहे,NOT
hasoc_mr_527,माझे मित्र जेव्हा मी त्यांना पार्टी देतो तेव्हा असे खातात पितात की  जन्मल्या पासून काही खाल्लच नाही आहे..,NOT
hasoc_mr_528,अरे चुत्या गुरव तुज्या बाप ला फसवत आहे ती रांड  ती दिवस…,HOF
hasoc_mr_529,आणि रिया…,NOT
hasoc_mr_530,ॐ जैसे लाखोलीचें धान्य । निवडून वेंचितां होतें मान्य । सगट मानितां अमान्य । देव क्षोभे ।। काहिण्या कथा गोष्टी पवाड ।…,NOT
hasoc_mr_531,कसली मस्त पुच्ची आणि बोचा आहे हीचा,HOF
hasoc_mr_532,कंगणाचा नवीन मराठी पिक्चर उंच माझा बोचा...,HOF
hasoc_mr_533,आबे रज्जो ती satirical site आहे 🤣🤣🤣 कसली मंद आहे रे तू भाजप वाली शोभतेस 🤣🤣🤣,HOF
hasoc_mr_534,• तु आणि महाराष्ट्रात येणाऱ्या इतर भिकारी भैय्यांना आम्ही इथे नाही बोलवले  तुम्ही इथे तुमचे पोट भरायला आले आहा…,HOF
hasoc_mr_535,राज्यात उभारण्यात आलेल्या जम्बो कोविड सेंटरमधील परिस्थितीकडे सरकारचं लक्ष वेधत फडणवीस यांनी सरकारवर टीका केली.  आले…,NOT
hasoc_mr_536,मुख्यमंत्री बंगला दुरुस्ती साठी 11 कोटी आणि विदर्भ पूरग्रस्त लोकांसाठी 16 कोटी हीच का तुमची राज्याच्या…,NOT
hasoc_mr_537,तमिळनाडूचा मेकॅनिकल इंजिनीयर आयपीएलमध्ये करोडपती होतो तेव्हा...,NOT
hasoc_mr_538,ज्या एकाचा डोळा लाल झाला आहे ना तो पूर्व नौसैनिक आहे हे न समजू शकणारे किती मंद आहेत…,HOF
hasoc_mr_539,हे प्रकाशित हो…,NOT
hasoc_mr_540,विराटशी तुलना करणे सोडा  मी तर त्याच्या आसपासही नाही...,NOT
hasoc_mr_541,आपली घरं जळत आहेत  दुसऱ्यांच्या घरांवर आग लागलेली बघायचं बंद करा. कारवाई योग्य आहे. परंतु कोरोना  अर्थव्यवस्था  महागाई…,NOT
hasoc_mr_542,जर खरच मानसिक समाधान ही जगातली सगळ्यात मोठी श्रीमंती असेल तर  वातानुकूलित चारचाकी  मध्ये फिरणाऱ्या नोकरदारापेक्षा…,NOT
hasoc_mr_543,खरंच खूप सुंदर व्हिडीओ. अतिशय समर्पक आणि चपखल शब्दात सर्व मांडलंय. हे पाहून तरी इथल्या भय्यांना अक्कल यावी हीच अपे…,HOF
hasoc_mr_544,टाळेबंदीमुळे नोकरीवर गदा रोजगाराच्या शोधासाठी वाहतुकीचा अभाव  उपनगरी गाडय़ा बंद असल्याने पालघर जिल्ह्य़ातील…,NOT
hasoc_mr_545,विना ने काय घोडं मारलं??? शिव ठाकरे एक नंबर चा बावळट होता. कशाला त्याला मध्ये घ्या? म्हणे 🤣…,HOF
hasoc_mr_546,आज   उद्या रक्तदान करण्याचा विचार आहे.. फोटोचा आणि याचं काही कनेक्शन नाही .. फोटो छान दिसतोय असं वाटलं म्हणून टाकला कसा…,NOT
hasoc_mr_547,मी पण उद्या राज्यपालांची भेट घेणार आणि २०१४ साली लोकसभा निवडणुकीत मोदीनी १५ लाख रुपये देण्याचा आश्वासन…,NOT
hasoc_mr_548,मदराशा चा भोंगा बंद करा अशी विनंती केल्यावर तोंडात केळ घेऊन बसलेली   वर्षानुवर्षे पावसाळ्यात गटारी साफ न कर…,NOT
hasoc_mr_549,छत्रपती संभाजी महाराज यांच्या नावाने गेल्या कित्येक वर्षांपासून बिडी विकणाऱ्या कंपनीला अखेर दणका बसला आहे. संभाजी…,NOT
hasoc_mr_550,दलिंदर पक्ष आणि त्याचे भिकारचोट कार्यकर्ते अजूनही तुम्ही आरक्षण अन समाजहितापेक्षा पक्षप्रेमाला महत्व देत असाल तर …,HOF
hasoc_mr_551,भाड्या तू दीड दमडी चा भाडखाऊ तुला कुत्र विचारत नही तू मराठी कलाकाराची लायकी पैशात मोजतो  झाट्या  तु…,HOF
hasoc_mr_552,होणे कुटुंब व्यवस्थेला हादरा देणारं आहे. मग ते कोणा एका साथीदाराची इच्छा आहे म्हणून किंवा परस्पर संमतीने.,NOT
hasoc_mr_553,किती मोठी गम्मत आहे ना? जेव्हा ह्यांनी मुलींना पळवुन नेण्याची गोष्ट केलेली तेव्हा केंद्र सरकार तोंडात मूग गिळून…,HOF
hasoc_mr_554,आपल्या आई वडिलांच्या  भगीरथ  प्रयत्नांनंतर आपला जन्म झाला  तो देखील महाराष्ट्रात. राज्याची मातृ…,NOT
hasoc_mr_555,ज्यांचा बाप सकाळच्या पारी बोचा आवळून सार्वजनिक संडासाच्या लाईतन उभा असतो  ते शैणिक सुद्धा आता म्हणायला लागलेत मुंबई…,HOF
hasoc_mr_556,तुज्येइ रांड आहे रे कोना खाली लगेच जाती,HOF
hasoc_mr_557,bmc चा फावड्या तू भडव्या डीपॉझीट किती मत पडल्यावर जप्त होत हे तरी माहिती आहे काय रे तूला bmc चा फावड्या jcb,HOF
hasoc_mr_558,एका लायकी नसलेल्या बाईने आपल्या मुंबईला पाकिस्तान म्हणून संबोधले आणि केंद्र सरकारने तिला जाब विचारायचा सोडून तिच्या…,NOT
hasoc_mr_559,तुझा बाप लंड तुझ्या तोंडात देत नाही म्हणून फ्रस्ट्रेशन ट्विटरवर नको काढू,HOF
hasoc_mr_560,हो त्यांना कधी कधी सोन्या हाक मारतो आम्ही  आता दादा बिहार ला आहेत तिकडे जाऊन सोन्या सारखा हागुन नका…,NOT
hasoc_mr_561,फेसबुकच्या चावडीचे खुद्द मालक  मार्क झुकरबर्ग यांच्याबद्दल १० अफलातून गोष्टी,NOT
hasoc_mr_562,शांत व प्रसन्न मन हे शेवटचे असे हत्यार आहे की  जे जीवनातील  कोणत्याही प्रकारच्या आव्हानांना  सामोरे जाण्यास सज्ज असते.,NOT
hasoc_mr_563,बीजेपी च्या मंद कार्यकर्त्यांना माहिती आहे आवाज कोणाचा चालतो...एकाचा फक्त डोळा लाल झाला तरी…,HOF
hasoc_mr_564,मंद गंधित बागेतून पाहिले तुला जातांना फुलासोबत लाजून तू प्रणय गीत गातांना    pb (माझ्या बागेतील फुले   भाग ६),NOT
hasoc_mr_565,हाहाहा... काय उखडल एवढ्या मोठ्या संख्येने येऊन... हाह... फक्त्त तोंडात दम डोक्यात काहीच नाही,HOF
hasoc_mr_566,हेच तर विशेष आहे यांचे. म्हणून 54 44 वर आणुन सोडले होते दळभद्री. पिढ्यानपिढ्या स्वतःच्या तुंबड्या भर…,HOF
hasoc_mr_567,रिलायंस जिओ ला मिळालेल्या प्रचंड यशाचं रहस्य काय आहे? समजून घ्या..,NOT
hasoc_mr_568,मी पण उद्या राष्ट्रपतीची भेट घेणार आणि २०१४ साली लोकसभा निवडणुकीत मोदीनी १५ लाख रुपये देण्याचा आश्वासन दिले होते .…,NOT
hasoc_mr_569,आपल्यापासून लपवला गेलेला   रस्ता अपघात झाल्यास सरकारने पीडितांना भरपाई देण्याचा महत्वपूर्ण नियम,NOT
hasoc_mr_570,मुंबई आहे फक्त अमाची मराठी माणसाची नाही तुझ्या बापाची. जर एवढीच गुर्मी असेल तर…,HOF
hasoc_mr_571,अरे मुर्खा २०१९ मध्ये मराठा मोर्चा सोलापूर बैठक मध्ये adv थोरात यांना युक्तीवाद करा…,HOF
hasoc_mr_572,काटे च्या चांगलेच काटे रुतलेली दिसतात. अरे बावळट मानसा तर्कशुद्धपध्दतीने विरोध कराय…,NOT
hasoc_mr_573,नमस्ते ट्विटरकर  आज वाचनात आलेल्या पुस्तकाचे नाव  गोष्टी माणसांच्या हे पुस्तक मूळ ‘हाऊ आय टॉट माय ग्रँडमदर टू रीड अँड…,NOT
hasoc_mr_574,मंद भक्ता   गुन्हा दाखल झालेला तेव्हाच   अटक सुद्धा झालेली. कोर्टाने जमीन मंजूर केली. सूनवण्या होतील,HOF
hasoc_mr_575,८ सप्टेंबर  बगळ्यांची माळ फुले..  अशी एकाहून एक सरस गाणी लिहिणारे कवी यांचा स्मृतिदिन. निजाम सरकार…,NOT
hasoc_mr_576,मनात जे असत ते बोलून लिहायच्या वेळी मी सगळे शब्द बरोबर उच्चारतो पण तेच कागदावर उतरतं असताना हमखास त्यातले २ ३ शब्द इथे   तिथे…,NOT
hasoc_mr_577,प्रत्येक boyfriend च्या मनात एकच गोष्ट चालू असते   girlfriend चा bestfriend हा सगळ्यात मोठा मादर्चोद माणूस आहे …,HOF
hasoc_mr_578,जिथे शिवसेनेचा हाथ असतो तिकडे अनधिकृत बांधकामे पाडली जातात एक आणि दुसरी कंगना ची,NOT
hasoc_mr_579,आज ९ सप्टेंबर २०२० बरोबर ५१ वर्षे झाली मध्ये महापूर येऊन गेला. ९ सप्टेंबर १९६९ मध्ये आलेल्या ह्या महापुरामळे नाशिक म…,NOT
hasoc_mr_580,10 महिने गोट्या खेळतायं का ..?,HOF
hasoc_mr_581,मरणाची जी असते  तीही शेवटी मरूनच जाते  जीवनातली जबाबदारी जणू  मरणाला मातीच देते …,NOT
hasoc_mr_582,आज राष्ट्रीय सर्वविक्री अमावस्येच्या सर्वांना दळभद्री शुभेच्छा. पकोडेवाले को श्रद्धांजली.,HOF
hasoc_mr_583,सुशांत बिहारचा रिया बँगलोर कंगना हिमाचल प्रदेश आणि भांडणं महाराष्ट्रात. हे बरोबर नाही अध्यक्ष महोदय....,NOT
hasoc_mr_584,धुंद ह्रद्ययाची तारा तु अल्लाद छेडत रहा.. नकोच थांबु तु आता असाच पडत रहा.. नकोच समजावु काहीच तु तसाच फक्त कळत रहा.. होऊ…,NOT
hasoc_mr_585,सह्याद्रीकडे डोळे वटारून पाहिले तर डोळे काढून गोट्या खेळू  सह्याद्रीला अपशब्द वापरले तर जीभ छाटली जाईल  सह्याद्री…,HOF
hasoc_mr_586,सकाळी सकाळी बातमी  २ लाख कोरोना रुग्णांसह पुणे जिल्हा देशांत नंबर.१.,NOT
hasoc_mr_587,एकाचे शंभर करायला वेळ लागत नाही मात्र शून्याचा एक करायला वेळ लागतो   हा नियम खुद्द सचिन तेंडुलकरलाही लागू झाला. १०० शतके…,NOT
hasoc_mr_588,२०१६ साली भाजपचे तेव्हाचे आमदार व आताचे खासदार उन्मेष पाटील व इतरांनी माजी सैनिक सोनू म…,NOT
hasoc_mr_589,नाव बदलले तर यांचे राजकारण करण्याचा एक मुद्दा कमी होईल ना. यांना फक्त घोंगडे भिजत ठेवण्यात मजा ये…,NOT
hasoc_mr_590,हे टुकार दळभद्री चित्र त्या विवेक अग्निहोत्री ने नुसते कंगना ला फॉरवर्ड केले की कुत्सित बुद्धीने स्वतः…,HOF
hasoc_mr_591,नमस्ते ट्विटरकर  आज वाचनात आलेल्या पुस्तकाचे नाव  गोष्टी माणसांच्या हे पुस्तक मूळ ‘हाऊ आय टॉट माय ग्रँडमदर टू रीड…,HOF
hasoc_mr_592,5 100एमएएच बॅटरी आणि 8 इंचाचा डिस्प्ले असलेला हा डिवाईस फक्त 9 999 रुपयांमध्ये झाला भारतात लॉन्च,NOT
hasoc_mr_593,हे शेतकऱ्यांच्या पाचवी ला पुजलेले आहे. 2013 साली मोदी साहेबांनी स्वामीनाथन आयोग सत्तेत आल्यावर राबवण्याचं गाजर दाखवलं.आम्ही…,NOT
hasoc_mr_594,5 वर्ष गोट्या खेळले का? म्हणे प्रयत्नांची शर्थ करू,HOF
hasoc_mr_595,शेजारच्यांच्या घरी जाऊन रविवारचा सिनेमा पाहताना  जाहिरात लागल्यावर जेवण आणि पाणी पिण्याची आठ…,NOT
hasoc_mr_596,क्रिकेटवेड्या पोरापायी गावातील जमीनदार बाप मोहालीत भाड्याच्या घरात राहू लागला,NOT
hasoc_mr_597,कधी अचानक रात्री मला झोप येत नाही आणि मी डोळे न मिटता मी त्या सगळ्या आठवणी आठवतो. कधी तिच्या डोळ्यात बघतांना...कधी हसता…,NOT
hasoc_mr_598,आता तू झोप ह चंपा  वाछ गोट्या सेठ च कांड,HOF
hasoc_mr_599,सुखाच्या एका अपेक्षेने दुःखाचे अनेक वार सहन केले पण सुखाने एक झलक दाखवली आणि दुःखाला बोलावणे पाठवले.... ©,NOT
hasoc_mr_600,गुजराथ मधील ३०२२ मृत्युंची सांख्यीकी १) हाॅस्पीटलायझेशन नंतर  पहिल्या २४ तासात ६   ७२ तासात २६  २) वय ६…,NOT
hasoc_mr_601,गोट्या खेळत होते,HOF
hasoc_mr_602,यार या सरकारच्या मंत्र्यांमध्ये शर्यत लागली आहे कोणाला किती धमकी चे फोन येतात म्हणून.. जणू हे काय कुठ…,NOT
hasoc_mr_603,पालकमंत्री साहेब संगमनेर तालुक्यातील khandarmal गाव आहे माझे 2016 साली मी जमीन बँकेकडे गहान ठेऊन 7…,NOT
hasoc_mr_604,जाता जात एक हलकासा घाव दुरावणाऱ्या मनांना न सुटणारा हाव...,NOT
